isbn,title,authors,publishers,publish_date,number_of_pages,identifiers_goodreads,description,first_sentence,last_modified
9780060574741,The Hallowed Hunt,"[""Lois McMaster Bujold""]","[""Eos""]","May 30, 2006",436.0,"[""61887""]",,,
9780060767839,Paladin of Souls,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2003,,,,,
9780060771461,The Curse of Chalion,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2001,,,,,
9780060796303,Hallowed Hunt,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2005,,,,,
9780060796310,,,,,,,,,
9780060796327,The Hallowed Hunt,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2005,,,,,
9780060796334,The Hallowed Hunt,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2005,,,,,
9780060846886,,,,,,,,,
9780061134241,The Curse of Chalion,"[""Lois McMaster Bujold""]","[""Eos""]","April 11, 2006",442.0,"[""61913""]",,,
9780061137587,Beguilement (The Sharing Knife #1),"[""Lois McMaster Bujold""]","[""Eos""]","October 10, 2006",355.0,"[""61879""]",,,
9780061139055,Legacy (The Sharing Knife #2),"[""Lois McMaster Bujold""]","[""Eos""]","June 26, 2007",377.0,"[""61881""]",,,
9780061139062,The Sharing Knife Volume Two,"[""Lois McMaster Bujold""]","[""Eos""]","April 29, 2008",368.0,"[""2215800""]",,,
9780061139079,"Beguilement (The Sharing Knife, Book 1)","[""Lois McMaster Bujold""]","[""Eos""]","April 24, 2007",384.0,"[""61898""]",,,
9780061139505,,,,,,,,,
9780061158858,Hallowed Hunt,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2005,,,,,
9780061185922,Paladin of Souls,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2003,,,,,
9780061188572,Curse of Chalion,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2001,,,,,
9780061208621,Beguilement,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2007,,,,,
9780061208638,Beguilement,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2007,,,,,
9780061208645,Beguilement,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2007,,,,,
9780061208652,Beguilement,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2007,,,,,
9780061208669,Beguilement,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2007,,,,,
9780061208676,,,,,,,,,
9780061375330,The sharing knife.,"[""Lois McMaster Bujold"", ""Bernadette Dunne""]","[""Eos""]",2008,437.0,"[""2112904""]",,,
9780061375354,Passage,"[""Lois McMaster Bujold""]","[""Bujold, Lois McMaster"", ""Harper Voyager""]","Sep 27, 2011",432.0,,,,
9780061448492,Legacy,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2007,,,,,
9780061448508,Legacy,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2007,,,,,
9780061448515,Legacy,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2007,,,,,
9780061448522,Legacy,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2007,,,,,
9780061448539,Legacy,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2007,,,,,
9780061448546,Legacy,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2007,,,,,
9780061645396,Passage,"[""Lois McMaster Bujold"", ""Bernadette Dunne""]","[""HarperCollins""]",2008,,,,,
9780061645402,Passage,"[""Lois McMaster Bujold"", ""Bernadette Dunne""]","[""HarperCollins""]",2008,,,,,
9780061645419,,,,,,,,,
9780061645426,Passage,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2008,,,,,
9780061645433,,,,,,,,,
9780061667428,Passage,"[""Lois McMaster Bujold""]","[""HarperCollins Publishers""]",2008,,,,,
9780061748905,Paladin of Souls,"[""Lois McMaster Bujold""]","[""HarperCollins""]",2003,,,,,
9780060845865,,,,,,,,,
9780060845872,,,,,,,,,
9780061340734,Soul Catcher,"[""Michael C. White""]","[""Harper Perennial"", ""William Morrow Paperbacks""]",2008,,,,,
9780140026894,Destination-void,"[""Frank Herbert""]","[""Penguin""]",1967,219.0,"[""3135358""]",,,
9780143111580,Dune (Penguin Galaxy),"[""Frank Herbert"", ""\u0424\u0440\u0435\u043d\u043a \u0413\u0435\u0440\u0431\u0435\u0440\u0442""]","[""Penguin Classics""]","Oct 25, 2016",720.0,,,,
9780194242394,Dune,"[""Rosemary Border""]","[""Oxford University Press""]",1980,144.0,,,,
9780283981739,The best of Frank Herbert,"[""Frank Herbert""]","[""Sidgwick and Jackson""]",1975,302.0,"[""60163""]",,,
9780329055370,,,,,,,,,
9780329160739,,,,,,,,,
9780329591571,,,,,,,,,
9780340751794,Dune - House Corrino,"[""Brian Herbert""]","[""Tor: Tom Doherty Associates""]","May 07, 2001",600.0,,,,
9780340751800,House Corrino (Prelude to Dune),"[""Frank Herbert"", ""Kevin J. Anderson"", ""Brian Herbert""]","[""New English Library Ltd""]","April 18, 2002",608.0,"[""502652""]",,,
9780340765906,DUNE (ITALIAN TRANSLATION),"[""Frank Herbert"", ""\u0424\u0440\u0435\u043d\u043a \u0413\u0435\u0440\u0431\u0435\u0440\u0442""]","[""Coronet Australia""]",1965-01-01,,"[""3135370""]",,,
9780340771150,Prelude to Dune,"[""Brian Herbert"", ""Kevin J. Anderson""]","[""HODDER & STOUGHTON LTD""]",2001,600.0,"[""1495450""]",,,
9780340822548,Dune Aus Special Promo,"[""Frank Herbert"", ""\u0424\u0440\u0435\u043d\u043a \u0413\u0435\u0440\u0431\u0435\u0440\u0442""]","[""New English Library Ltd""]",June 2001,,"[""128916""]",,,
9780340832707,,,,,,,,,
9780340837450,THE ROAD TO DUNE,"[""Frank Herbert"", ""Kevin J. Anderson"", ""Brian Herbert"", ""Scott Brick""]","[""Hodder & Stoughton""]",2005,496.0,"[""1022817""]",,,
9780340837467,Road to Dune,"[""Frank Herbert"", ""Kevin J. Anderson"", ""Brian Herbert"", ""Scott Brick""]","[""Hodder & Stoughton""]",2006,400.0,,,,
9780340839935,Dune,"[""Frank Herbert"", ""\u0424\u0440\u0435\u043d\u043a \u0413\u0435\u0440\u0431\u0435\u0440\u0442""]","[""Hodder & Stoughton""]","June 5, 2006",608.0,"[""234225""]",,,
9780340960196,Dune,"[""Frank Herbert"", ""\u0424\u0440\u0435\u043d\u043a \u0413\u0435\u0440\u0431\u0435\u0440\u0442""]","[""Hodderscape""]",16 July 2015,592.0,,,,
9780340960202,Dune Messiah,"[""Frank Herbert""]","[""Hodder & Stoughton""]",2008,304.0,,,,
9780345238351,Under Pressure (original title: The Dragon in the Sea),"[""Frank Herbert""]","[""Ballantine Books""]","February 12, 1974",,"[""2821303""]",,,
9780345253040,The Heaven Makers,"[""Frank Herbert""]","[""Del Ray""]","February 12, 1977",,"[""320558""]",,,
9780345255976,Under Pressure,"[""Frank Herbert""]","[""Ballantine Books""]","September 12, 1976",220.0,"[""6011663""]",,,
9780345275400,Under Pressure,"[""Frank Herbert""]","[""Ballantine Books""]",1977,,,,,
9780345280114,Under Pressure,"[""Frank Herbert""]","[""Del Rey""]","January 12, 1979",,,,,
9780345281043,The Heaven Makers,"[""Frank Herbert""]","[""Del Rey""]","November 12, 1978",,"[""2271990""]",,,
9780345298294,Under pressure,"[""Frank Herbert""]","[""Ballantine Books""]",1981,201.0,"[""2522989""]",,,
9780345298591,Under Pressure,"[""Frank Herbert""]","[""Del Rey""]","November 12, 1981",,"[""20286""]",,,
9780345302908,The Heaven Makers,"[""Frank Herbert""]","[""Del Rey""]","March 12, 1982",,"[""3971598""]",,,
9780345343208,The Heaven Makers,"[""Frank Herbert""]","[""Del Rey""]","October 12, 1986",,"[""3163343""]",,,
9780345344588,HEAVEN MAKERS (Del Rey Books),"[""Frank Herbert""]","[""Del Rey""]","July 12, 1987",,"[""20290""]",,,
9780380023301,,,,,,,,,
9780399102264,Dune Messiah,"[""Frank Herbert""]","[""G.P. Putnam's Sons""]",1969,220.0,"[""531719""]",,,
9780399108617,Whipping Star,"[""Frank Herbert""]","[""Putnam Pub Group""]",June 1970,,"[""2648193""]",,,
9780399109201,Soul Catcher,"[""Frank Herbert""]","[""Penguin Adult HC/TR""]","May 09, 1972",,,,,
9780399110061,The god makers.,"[""Frank Herbert""]","[""Putnam""]",1972,190.0,"[""3029795""]",,,
9780399116971,Children of Dune,"[""Frank Herbert""]","[""Berkley Pub. Corp."", ""Distributed by Putnam""]",1976,444.0,,,,
9780399119446,The Santaroga Barrier,"[""Frank Herbert""]","[""Berkley""]",1977,255.0,"[""3422275"", ""2271992""]",,,
9780399120220,The Dosadi experiment,"[""Frank Herbert"", ""Frank Hebert""]","[""Putnam""]",1977,336.0,"[""1602541""]",,,
9780399122682,The Jesus incident,"[""Frank Herbert"", ""Bill Ransom"", ""Bill Ransom Frank Herbert""]","[""Berkley Pub. Co. , distributed by Putnam"", ""Berkley Pub. Co. : distributed by Putnam""]",1979,405.0,"[""1195320""]",,,
9780399125935,God Emperor of Dune,"[""Frank Herbert""]","[""Putnam""]",1981,411.0,"[""77171""]",,,
9780399127212,The white plague,"[""Frank Herbert""]","[""Putnam""]",1982,445.0,"[""53733""]",,,
9780399128158,,,,,,,,,
9780399128967,Dune,"[""Frank Herbert"", ""\u0424\u0440\u0435\u043d\u043a \u0413\u0435\u0440\u0431\u0435\u0440\u0442""]","[""Putnam""]",1965,517.0,"[""668693""]",,,
9780399128981,Heretics of Dune,"[""Frank Herbert""]","[""Putnam""]",1984,480.0,"[""109"", ""373222""]",,,
9780399129476,Heretics of Dune,"[""Frank Herbert""]","[""Putnam""]",1984,480.0,"[""109"", ""373222""]",,,
9780399130274,"Chapter house, Dune","[""Frank Herbert""]","[""Putnam""]",1985,464.0,"[""873813""]",,,
9780399130755,"Chapterhouse Dune (Dune Chronicles, Book 6)","[""Frank Herbert""]","[""Putnam Adult""]","April 22, 1985",,"[""668695""]",,,
9780399131325,Man of two worlds,"[""Frank Herbert"", ""Brian Herbert""]","[""Putnam""]",1985,429.0,"[""2055807""]",,,
9780030615535,,,,,,,,,
9780078380112,Enterprise Sandwich Shop -IBM,,"[""Schools""]","January 1, 1985",,,,,
9780140057492,Citizen of the Galaxy,"[""Robert A. Heinlein""]","[""Penguin""]",1981,262.0,"[""2271980""]",,,
9780140311198,Citizen of the galaxy,"[""Robert A. Heinlein""]","[""Puffin Books""]",1978,263.0,"[""1257813""]",,,
9780140470710,Citizen of the Galaxy,"[""Robert A. Heinlein""]","[""Penguin Books Ltd""]","Jul 07, 1972",272.0,,,,
9780143111627,Stranger in a strange land,"[""Robert A. Heinlein""]","[""Penguin Books, an imprint of Penguin Random House LLC""]",2016,498.0,,,,
9780194242349,The puppet masters,"[""David Fickling""]","[""Oxford University Press""]",1979,96.0,"[""2527475""]",,,
9780234770191,The Moon Is A Harsh Mistress,"[""Robert A. Heinlein""]","[""Dobson Books""]",1967,,"[""1061924""]",,,
9780234778944,Farnham's freehold,"[""Robert A. Heinlein""]","[""Dobson""]",1974,,"[""939671""]",,,
9780283979828,The best of Robert Heinlein,"[""Robert A. Heinlein""]","[""Sidgwick and Jackson""]",1973,348.0,"[""50867""]",,,
9780307497536,Red Planet,"[""Robert A. Heinlein""]","[""Random House Publishing Group""]",2009,,,,,
9780312851682,Requiem,"[""Robert A. Heinlein""]","[""Tom Doherty Associates""]",February 1992,341.0,"[""1116675""]",,,
9780312855239,Requiem,"[""Robert A. Heinlein""]","[""Tor Books""]",June 1993,,"[""50859""]",,,
9780312861766,The moon is a harsh mistress,"[""Robert A. Heinlein""]","[""Tor""]",1966,382.0,,,,
9780312863555,The Moon Is A Harsh Mistress,"[""Robert A. Heinlein""]","[""Orb""]",1997,382.0,"[""349""]",,,
9780317633849,,,,,,,,,
9780318328539,To Sail Beyond the Sunset,"[""Robert A. Heinlein""]","[""Ace Books, Inc.""]","May 07, 1988",,,,,
9780329035525,,,,,,,,,
9780329051006,,,,,,,,,
9780329826703,,,,,,,,,
9780330020282,Time For The Stars,"[""Robert A. Heinlein""]","[""Pan Books""]","Jun 01, 1973",190.0,,,,
9780330020299,Tunnel in the sky.,"[""Robert A. Heinlein""]","[""Pan""]",1968,222.0,"[""1090855""]",,,
9780330022354,The puppet masters,"[""Robert A. Heinlein""]","[""Pan Books""]",1969,220.0,"[""2160037""]",,,
9780330023528,"Waldo and Magic, Inc.","[""Robert A. Heinlein""]","[""Pan Books""]",1969,204.0,"[""1035507""]",,,
9780330025164,The door into summer,"[""Robert A. Heinlein""]","[""Pan Books""]",1970,190.0,"[""1090856""]",,,
9780330107129,Red Planet,"[""Robert A. Heinlein""]","[""Pan Books""]",1967,176.0,"[""1035511""]",,,
9780330107136,Farmer in the Sky,"[""Robert A. Heinlein""]","[""Pan Books Ltd.""]",1973,174.0,"[""1035497""]",,,
9780340837931,Starship Troopers,"[""Robert A. Heinlein""]","[""Hodder & Stoughton Paperbacks""]","March 14, 2005",224.0,"[""50894""]",,,
9780340837948,The Moon Is a Harsh Mistress,"[""Robert A. Heinlein""]","[""Hodder & Stoughton Paperbacks""]","March 14, 2005",288.0,"[""16690""]",,,
9780340837955,Stranger in a Strange Land,"[""Robert A. Heinlein""]","[""Hodder & Stoughton Paperbacks""]","March 14, 2005",672.0,"[""14336""]",,,
9780340938348,Stranger in a Strange Land,"[""Robert A. Heinlein""]","[""Hodder & Stoughton"", ""imusti""]","Jun 01, 2007",655.0,,,,
9780345013880,,,,,,,,,
9780345013897,Robert Heinlein B--Puppet Masters,"[""Robert A. Heinlein""]","[""Del Rey Books""]",January 1990,,"[""50855""]",,,
9780345243546,Starman Jones,"[""Robert A. Heinlein""]","[""Ballantine Books""]",1976,,"[""1989933""]",,,
9780345243751,Farmer in the Sky,"[""Robert A. Heinlein""]","[""Ballantine Books""]","March 12, 1975",,"[""830993""]",,,
9780345260659,Tunnel in the Sky,"[""Robert A. Heinlein""]","[""Ballantine Books""]",1977,214.0,,,,
9780345260666,THE STAR BEAST,"[""Robert A. Heinlein""]","[""Del Rey""]","March 12, 1977",,"[""1374123""]",,,
9780345260673,The Rolling Stones,"[""Robert A. Heinlein""]","[""Del Rey""]",1977,,"[""1322143""]",,,
9780345260680,Rocket Ship Galileo,"[""Robert A. Heinlein""]","[""Del Rey"", ""Brand: Del Rey""]","July 12, 1977",,"[""2327221""]",,,
9780345260697,Red Planet,"[""Robert A. Heinlein""]","[""Ballantine Books""]",1977,,"[""1455415""]",,,
9780345260703,,,,,,,,,
9780345260710,Have space suit--will travel,"[""Robert A. Heinlein""]","[""Ballantine""]",1977,,"[""1690205""]",,,
9780345260727,Space Cadet,"[""Robert A. Heinlein""]","[""Del Rey""]","August 12, 1978",,"[""1836664""]",,,
9780345260734,,,,,,,,,
9780345260741,Citizen of the Galaxy,"[""Robert A. Heinlein""]","[""Del Rey""]","June 12, 1978",,"[""540493""]",,,
9780345262691,,,,,,,,,
9780345262707,,,,,,,,,
9780345262714,,,,,,,,,
9780345275806,,,,,,,,,
9780345275813,The Rolling Stones,"[""Robert A. Heinlein""]","[""Del Rey""]","February 12, 1978",,"[""2090089""]",,,
9780030564727,"Frankenstein, or, The modern Prometheus : with connections","[""Mary Shelley""]","[""Holt, Rinehart and Winston""]",1999,254.0,"[""408291""]",,,
9780061862977,"Gris Grimly's Frankenstein, or, The modern Prometheus","[""Gris Grimly""]","[""Balzer + Bray""]",2013,208.0,,,,
9780061862984,Gris Grimly's Frankenstein,"[""Mary Shelley"", ""Gris Grimly""]","[""HarperCollins Publishers""]",2015,208.0,,,,
9780062239228,Gris Grimly's Frankenstein,"[""Mary Shelley"", ""Gris Grimly""]","[""HarperCollins Publishers""]",2013,,,,,
9780142301715,Frankenstein / Dracula Flip Book,"[""Bram Stoker"", ""Mary Shelley"", ""John Paul Riquelme"", ""Johanna M. Smith"", ""Craig Stephen Copland"", ""Bram Stoker"", ""Roy Thomas"", ""Mike Mignola"", ""John Nyberg"", ""Francisco P\u00e9rez Navarro"", ""Angelo Nessi"", ""Dario Scalvi"", ""SparkNotes"", ""Miles Waters"", ""T. Mahala"", ""Emily Lam""]","[""Puffin""]","June 3, 2002",1.0,"[""1608653""]",,,
9780143131847,Frankenstein,"[""Mary Shelley""]","[""Penguin Books, Limited""]","January 16, 2018",288.0,,,,
9780191610721,Last Man,"[""Mary Wollstonecraft Shelley""]","[""Oxford University Press""]",1994,,,,,
9780191611261,,,,,,,,,
9780191812958,,,,,,,,,
9780191921759,,,,,,,,,
9780192725042,Frankenstein,"[""Chris Mould""]","[""Oxford University Press""]",2002,32.0,,,,
9780192831521,The  last man,"[""Mary Shelley""]","[""Oxford University Press""]",1994,,"[""1415901""]",,,
9780192832894,,,,,,,,,
9780192838650,The  last man,"[""Mary Shelley""]","[""Oxford University Press""]",1998,479.0,"[""966835""]",,,
9780194237536,Frankenstein,"[""Mary Shelley""]","[""Oxford University Press""]","Mar 29, 2007",72.0,,,,
9780195062588,The  Mary Shelley reader,"[""Mary Shelley""]","[""Oxford University Press"", ""Oxford University Press, USA""]","Nov 15, 1990",420.0,"[""629493"", ""18498""]",,,
9780195062595,The  Mary Shelley reader,"[""Mary Shelley""]","[""Oxford University Press"", ""Oxford University Press, USA""]","Nov 15, 1990",420.0,"[""629493"", ""18498""]",,,
9780195108811,"Valperga, or, The life and adventures of Castruccio, Prince of Lucca","[""Mary Shelley""]","[""Oxford University Press""]",1997,454.0,"[""2565198"", ""3171067""]",,,
9780195108828,"Valperga, or, The life and adventures of Castruccio, Prince of Lucca","[""Mary Shelley""]","[""Oxford University Press""]",1997,454.0,"[""2565198"", ""3171067""]",,,
9780198126744,The  journals of Mary Shelley,"[""Mary Shelley""]","[""Clarendon Press"", ""Oxford University Press""]",1987,735.0,"[""1268659"", ""455144""]",,,
9780199552351,,,,,,,,,
9780241251874,,,,,,,,,
9780241251881,Matilda,"[""Mary Shelley""]","[""Penguin Books, Limited""]",2016,,,,,
9780243324286,"Valperga, or the Life and Adventures of Castruccio, Prince of Lucca, Vol. 3 of 3","[""Mary Shelley""]","[""Forgotten Books""]","Feb 02, 2019",276.0,,,,
9780243653072,,,,,,,,,
9780243739509,,,,,,,,,
9780260635075,,,,,,,,,
9780262340250,Frankenstein,"[""Mary Shelley""]","[""MIT Press""]",2017,320.0,,,,
9780262340267,Frankenstein,"[""Mary Shelley""]","[""MIT Press""]",2017,320.0,,,,
9780262340274,Frankenstein,"[""Mary Shelley""]","[""MIT Press""]",2017,320.0,,,,
9780262533287,Frankenstein,"[""Mary Shelley""]","[""The MIT Press""]",2017,277.0,,,,
9780266891123,Lodore,"[""Mary Shelley""]","[""Forgotten Books""]","Feb 05, 2019",232.0,,,,
9780267367412,,,,,,,,,
9780307136213,Monster Masterpieces Box Set,"[""H. G. Wells""]","[""Western Publishing Company Golden books""]",July 1980,,,,,
9780312227623,,,,,,,,,
9780312463182,,,,,,,,,
9780321096982,,,,,,,,,
9780321399533,,,,,,,,,
9780341932109,,,,,,,,,
9780341974895,,,,,,,,,
9780342088614,,,,,,,,,
9780342651535,"The Fortunes of Perkin Warbeck, a Romance; Volume 2","[""Mary Shelley""]","[""Franklin Classics""]","Oct 12, 2018",342.0,,,,
9780342651542,"The Fortunes of Perkin Warbeck, a Romance; Volume 2","[""Mary Shelley""]","[""Franklin Classics""]","Oct 12, 2018",342.0,,,,
9780342745722,Valperga,"[""Mary Shelley""]","[""Franklin Classics""]","Oct 13, 2018",282.0,,,,
9780342745739,Valperga,"[""Mary Shelley""]","[""Franklin Classics""]","Oct 13, 2018",282.0,,,,
9780342845620,"History of a six Weeks' Tour Through a Part of France, Switzerland, Germany and Holland","[""Mary Shelley"", ""Percy Bysshe Shelley""]","[""Franklin Classics""]","Oct 13, 2018",194.0,,,,
9780343375164,Lodore,"[""Mary Shelley""]","[""Franklin Classics""]","Oct 15, 2018",230.0,,,,
9780343468095,"Rambles In Germany And Italy In 1840, 1842, And 1843; Volume 1","[""Mary Shelley""]","[""Franklin Classics""]","Oct 16, 2018",304.0,,,,
9780343604608,Valperga,"[""Mary Shelley""]","[""Franklin Classics""]","Oct 16, 2018",294.0,,,,
9780343604615,Valperga,"[""Mary Shelley""]","[""Franklin Classics""]","Oct 16, 2018",294.0,,,,
9780316043915,The hundred thousand kingdoms,"[""N. K. Jemisin""]","[""Orbit""]",2010,432.0,"[""6437061""]",,,
9780316043922,The Hundred Thousand Kingdoms,"[""N. K. Jemisin""]","[""Orbit""]",2010,,,,,
9780316043939,Ansel Adams,"[""N. K. Jemisin""]","[""New York Graphic Society""]",September 1986,613.0,,,,
9780316043946,The Kingdom Of Gods,"[""N. K. Jemisin""]","[""Orbit""]",2012,,,,,
9780316043953,Broken Kingdoms,"[""N. K. Jemisin""]","[""Orbit""]",2011,432.0,,,,
9780316043960,The broken kingdoms,"[""N. K. Jemisin""]","[""Orbit""]",2010,,,,,
9780316075978,The Hundred Thousand Kingdoms,"[""N. K. Jemisin""]","[""Orbit""]",2010,427.0,,,,
9780316075985,The Broken Kingdoms (The Inheritance Trilogy Book 2),"[""N. K. Jemisin""]","[""Orbit""]","Nov 03, 2010",404.0,,,,
9780316076005,Kingdom of Gods,"[""N. K. Jemisin""]","[""Orbit""]",2011,,,,,
9780316162609,,,,,,,,,
9780316162616,,,,,,,,,
9780316162623,,,,,,,,,
9780316187299,The shadowed sun,"[""N. K. Jemisin""]","[""Orbit""]",2012,519.0,,,,
9780316202770,,,,,,,,,
9780316202787,THE KILLING MOON - N. K. Jemisin,"[""N. K. Jemisin""]",,"Feb 20, 2012",,,,,
9780316202886,,,,,,,,,
9780316202893,,,,,,,,,
9780316229241,The Stone Sky,"[""N. K. Jemisin""]","[""Orbit""]","August 15, 2017",464.0,,,,
9780316229258,Stone Sky,"[""N. K. Jemisin""]","[""Orbit""]",2017,,,,,
9780316229265,The Obelisk Gate,"[""N. K. Jemisin""]","[""Orbit""]",2016,433.0,,,,
9780316229289,,,,,,,,,
9780316229296,The Fifth Season (The Broken Earth),"[""N. K. Jemisin""]","[""Orbit""]",8/4/2015,512.0,,,,
9780316229302,The Fifth Season,"[""N. K. Jemisin""]","[""Orbit""]",2015,,,,,
9780316259033,,,,,,,,,
9780316259040,The Awakened Kingdom,"[""N. K. Jemisin""]","[""Orbit""]","Dec 09, 2014",250.0,,,,
9780316259057,Awakened Kingdom,"[""N. K. Jemisin""]","[""Orbit""]",2014,250.0,,,,
9780316324977,,,,,,,,,
9780316333955,The Dreamblood Duology,"[""N. K. Jemisin""]","[""Orbit""]","Dec 20, 2016",960.0,,,,
9780316333962,The Dreamblood Duology,"[""N. K. Jemisin""]","[""Orbit""]","Dec 20, 2016",960.0,,,,
9780316333979,,,,,,,,,
9780316333986,,,,,,,,,
9780316333993,,,,,,,,,
9780316334006,The inheritance trilogy,"[""N. K. Jemisin""]",,2014,1462.0,,,,
9780316388511,,,,,,,,,
9780316388597,,,,,,,,,
9780316388603,,,,,,,,,
9780316402699,,,,,,,,,
9780316491341,How long 'til black future month?,"[""N. K. Jemisin"", ""Michelle Charrier""]",,2018,400.0,,,,
9780316491358,How Long 'til Black Future Month?: Stories,"[""N. K. Jemisin"", ""Michelle Charrier""]","[""Orbit""]","Nov 27, 2018",416.0,,,,
9780316491365,,,,,,,,,
9780316491372,How Long 'til Black Future Month?: Stories,"[""N. K. Jemisin"", ""Michelle Charrier""]","[""Orbit""]","Aug 13, 2019",448.0,,,,
9780316509848,The City We Became,"[""N. K. Jemisin""]","[""Orbit""]",2020,437.0,,,,
9780316509855,The City We Became,"[""N. K. Jemisin""]",,,,,,,
9780316509862,,,,,,,,,
9780316509886,The City We Became,"[""N. K. Jemisin""]","[""Orbit""]","July 27, 2021",480.0,,,,
9780316527194,"The Broken Earth Trilogy: The Fifth Season, The Obelisk Gate, The Stone Sky","[""N. K. Jemisin""]","[""Orbit""]","Oct 02, 2018",1424.0,,,,
9780356500768,The Killing Moon,"[""N. K. Jemisin""]","[""Orbit""]",2012,418.0,,,,
9780356500775,Shadowed Sun,"[""N. K. Jemisin""]","[""Little, Brown Book Group Limited""]",2012,528.0,,,,
9780356504889,The Fifth Season,"[""N. K. Jemisin""]","[""Orbit""]",2015,464.0,,,,
9780356504896,The Obelisk Gate,"[""N. K. Jemisin""]","[""Orbit""]",2016,408.0,,,,
9780356504902,Stone Sky,"[""N. K. Jemisin""]","[""Little, Brown Book Group Limited""]",2017,,,,,
9780007219094,Temeraire,"[""Naomi Novik""]","[""Voyager / Harper Collins""]","Jun 28, 2006",336.0,,,,
9780007219100,Temeraire,"[""Naomi Novik""]","[""HarperCollins"", ""Harper Collins/Voyager""]","Feb 09, 2006",330.0,,,,
9780007219117,Temeraire,"[""Naomi Novik""]","[""Harper Voyager""]","Oct 04, 2006",448.0,,,,
9780007219124,Temeraire,"[""Naomi Novik""]","[""Voyager""]",2006,400.0,"[""168357""]",,,
9780007219131,Throne of Jade,"[""Naomi Novik""]","[""Voyager""]","May 07, 2006",400.0,,,,
9780007219148,Temeraire; Throne of Jade,"[""Naomi Novik""]","[""Harper Collins/Voyager""]","May 07, 2007",512.0,,,,
9780007219155,Black Powder War,"[""Naomi Novik""]","[""Voyager""]",2007,352.0,"[""142654""]",,,
9780007219179,Black Powder War,"[""Naomi Novik""]","[""Harper Voyager""]","Aug 06, 2007",368.0,,,,
9780007256730,Empire of Ivory,"[""Naomi Novik""]","[""HarperVoyager""]","Jun 12, 2007",394.0,,,,
9780007256747,Empire of ivory,"[""Naomi Novik""]","[""Harper Voyager""]",2008,394.0,,,,
9780007256754,Victory of Eagles,"[""Naomi Novik""]","[""Ballantine Books""]","May 07, 2008",,,,,
9780007256761,Victory of Eagles,"[""Naomi Novik""]","[""Harper Voyager"", ""imusti""]","Jan 01, 2009",352.0,,,,
9780007256778,Tongues of serpents,"[""Naomi Novik""]",,2011,,,,,
9780007256785,Tongues of serpents,"[""Naomi Novik""]",,2011,,,,,
9780007258710,Temeraire,"[""Naomi Novik""]","[""Harper Voyager"", ""imusti""]","Aug 06, 2007",352.0,,,,
9780007258727,Throne of Jade,"[""Naomi Novik""]","[""HarperCollins Publishers Limited""]",2008,400.0,,,,
9780007258734,Empire of Ivory,"[""Naomi Novik""]","[""Harper""]","May 07, 2008",400.0,,,,
9780007259151,Victory of Eagles,"[""Naomi Novik""]","[""Del Rey""]","May 07, 2008",,,,,
9780007318551,Temeraire,"[""Naomi Novik""]","[""HarperCollins""]",2009,,,,,
9780007318568,Black Powder War,"[""Naomi Novik""]","[""HarperCollins""]",2009,,,,,
9780007318575,Throne of Jade,"[""Naomi Novik""]","[""HarperCollins""]",2009,,,,,
9780007318582,Empire of Ivory,"[""Naomi Novik""]","[""HarperCollins""]",2009,,,,,
9780007318612,Victory of Eagles,"[""Naomi Novik""]","[""HarperCollins""]",2009,,,,,
9780007352425,Tongues of Serpents,"[""Naomi Novik""]","[""HarperCollins Publishers""]",2010,,,,,
9780007451425,Temeraire,"[""Naomi Novik""]","[""Voyager""]",2006,340.0,,,,
9780007569083,Blood Of Tyrants,"[""Naomi Novik""]","[""HarperCollins Publishers""]",2014,,,,,
9780007569090,Blood of Tyrants,"[""Naomi Novik""]","[""HarperCollins Publishers""]",2014,,,,,
9780007569106,Crucible Of Gold,"[""Naomi Novik""]","[""Harper Voyager""]","Jun 17, 2001",,,,,
9780007569113,Crucible of Gold,"[""Naomi Novik""]","[""HarperCollins Publishers""]",2014,,,,,
9780007578917,Temeraire,"[""Naomi Novik""]","[""HarperCollins Publishers Limited""]",2014,,,,,
9780007578924,Throne of Jade,"[""Naomi Novik""]","[""HarperCollins Publishers Limited""]",2014,,,,,
9780007578931,Black Powder War,"[""Naomi Novik""]","[""HarperCollins Publishers Limited""]",2014,,,,,
